"flashcard_id","english_text","category","native_text","flagged"
"d65bdba0-0b37-4985-d0a2-62834355e292","Deadline","work","截止日期","false"
"c610c1f7-de1d-0a76-a5a1-e05d293f8c3c","Discount","shopping","折扣","false"
"92b12414-b33f-3f8e-8047-4606a93694d3","Do you live here?","small_talk","你住在这里吗？","false"
"31da7d1f-b060-508d-4d9d-478066e17965","Do you speak English?","language help","你会说英语吗？","false"
"7363d4d3-6251-4e7a-ade0-d2a37267cf55","Doctor","emergency","医生","false"
"c31ad50b-2e56-22c8-c493-389853fd1b02","Door","daily_life","门","false"
"33315e01-b147-0e4b-1f26-0a7370c42130","Dragon fruit","fruit","火龙果","false"
"55bcf44f-28ca-356b-504d-2ed5e702adb0","Drink","social","喝","false"
"c40f4105-b874-0e5e-bad6-6455d5232bab","Driver","transport","司机","false"
"73c3ac01-c5d1-0f67-61a0-37519298b061","Early","time","早","false"
"8cc03ee2-011e-959e-d79c-611d0cb805b7","Egg","food","鸡蛋","false"
"d21e9955-f444-e644-f3fc-ce9ddd23dbe8","Eggplant","vegetable","茄子","false"
"24fd3c0e-9417-afe0-b414-6cb3efba0220","eight","numbers","八","false"
"f964419d-3b55-e986-f1f1-d1b736721e00","eight","numbers","八","false"
"c6dc15ee-cc0c-1af6-d170-e71ad70e1432","eighteen","numbers","十八","false"
"3b5478e1-a1b1-e396-6cba-8b8a33ec9d42","eighteen","numbers","十八","false"
"3d99c6c0-6d0d-b3dc-23d0-fb052d2124d3","eighty","numbers","八十","false"
"c9d22045-c946-d4a1-2bb5-1f29af169421","eighty","numbers","八十","false"
"595a65ef-840b-08bc-9ecb-ae8f611c8ac5","eighty eight","numbers","八十八","false"
"2b0abd1f-4519-960e-6bf5-56235d356a43","eighty eight","numbers","八十八","false"
"5f9af6e6-a516-6e5d-f558-3507a821ea24","eighty five","numbers","八十五","false"
"bd93fbf2-9636-a194-75d3-a1315a6fbeb4","eighty five","numbers","八十五","false"
"9cfff3ad-f8b7-ef9d-a518-482e3f414c90","eighty four","numbers","八十四","false"
"a7c55f53-de35-72bb-6281-b2e6eaf27435","eighty four","numbers","八十四","false"
"4572162a-d3ef-52e5-1907-d101dcf071b0","eighty nine","numbers","八十九","false"
"aaed0c98-1d2b-c4af-60df-d5255ce7b1b1","eighty nine","numbers","八十九","false"
"ac1f5fba-2ed2-e70d-9291-71937d11ff84","eighty one","numbers","八十一","false"
"8d15419e-6e6a-2b49-37ed-fb9ba5d8dfa6","eighty one","numbers","八十一","false"
"b2405a98-41dd-dec7-00e0-45384f1a6cf6","eighty seven","numbers","八十七","false"
"096baa2c-44d7-5cb7-c2cf-a476450b414d","eighty seven","numbers","八十七","false"
"7e06395f-d929-9970-4f12-68f1f9b531a6","eighty six","numbers","八十六","false"
"70ac49d2-95fd-d9bc-9552-59fb76efbb59","eighty six","numbers","八十六","false"
"f7f8cc5e-04b7-3579-8a42-f4070b976ca4","eighty three","numbers","八十三","false"
"69cb9f00-a6b2-bf5f-5038-19c9cea4abd2","eighty three","numbers","八十三","false"
"3755a64a-c191-02e9-28ce-17a88758c32f","eighty two","numbers","八十二","false"
"e1b4dade-57e2-5e00-87e9-47101904b90b","eighty two","numbers","八十二","false"
"ee334178-cb4a-b110-fc3e-fc87c1f77752","Elevator","accommodation","电梯","false"
"f722fc68-122b-c14e-5b23-fb43148f693f","eleven","numbers","十一","false"
"bc111919-757e-3372-a609-4506d5204820","eleven","numbers","十一","false"
"2a3ae650-5573-82db-e2cc-c82dc9960ef2","Email","work","电子邮件","false"
"0d3f4a97-718d-316f-d871-b71389d557a1","Emergency","emergency","紧急情况","false"
"86b03fa4-078d-b8a6-1caa-2fa7c1bdbce5","Employee","work","员工","false"
"de450456-f8fe-b68a-17d2-bfb72856fda3","Evening","time","傍晚","false"
"1939a1aa-1f4a-a8be-39fd-28540483e9b2","Evening","daily_life","傍晚","false"
"d5b195ec-0940-92c9-9805-322569ff2670","Excuse me","getting attention / polite interruption","打扰一下","false"
"154982c8-24c0-db7e-b321-4ba8436fcfa7","Expensive","shopping","贵","false"
"a8051a09-9272-c2f6-0c9f-723e3e7cd8b2","Experience","work","经验","false"
"1fee83c7-99f6-e825-2483-fcd463cff902","Far","transport","远","false"
"8190cec7-ace5-8dcf-7bab-d18dbecc039e","Fever","emergency","发烧","false"
"1b157d15-af7b-cef5-38d6-f77c939ba395","fifteen","numbers","十五","false"
"596da551-aae8-01e9-bff9-768c991fb4d9","fifteen","numbers","十五","false"
"563e4fe5-edf0-b7d3-53e1-d05f7d6bac04","fifty","numbers","五十","false"
"a3e0a591-b3f8-4406-2c5a-c3d17f5f4560","fifty","numbers","五十","false"
"e698ed25-fbf9-c0b1-70b5-8bcd4d68342d","fifty eight","numbers","五十八","false"
"ea645519-8f4f-58d7-5f98-84686b139a3f","fifty eight","numbers","五十八","false"
"e872f854-f98c-0385-1050-8cbea0faa9db","fifty five","numbers","五十五","false"
"bdfcd1d1-f888-a232-7fa9-dd0ec3e53ccf","fifty five","numbers","五十五","false"
"b210fd12-8159-2ee2-1ab3-2199485ff957","fifty four","numbers","五十四","false"
"1e424b50-2b12-32fd-e772-6c80374d020d","fifty four","numbers","五十四","false"
"e765f4fe-5f65-6b31-3443-f46091a25b6b","fifty nine","numbers","五十九","false"
"606525c7-b971-d2a2-fb08-daa4ae664b7a","fifty nine","numbers","五十九","false"
"573098b3-058d-8240-7b62-7eccd6e6a473","fifty one","numbers","五十一","false"
"e44a3f0c-8950-e175-8b08-8a94d819b705","fifty one","numbers","五十一","false"
"d60ba978-4782-3125-9f71-07f7710e46e2","fifty seven","numbers","五十七","false"
"e4eda1ae-ef51-b560-b924-245e5995ac03","fifty seven","numbers","五十七","false"
"06da4594-e487-9304-11ee-436b934e029f","fifty six","numbers","五十六","false"
"a2371c48-9175-35dc-9f6c-901052ec28a8","fifty six","numbers","五十六","false"
"62b51daf-1ec7-56a2-e137-01778ec83ccb","fifty three","numbers","五十三","false"
"0c40db3b-a2d5-6176-251b-29a014081c88","fifty three","numbers","五十三","false"
"6faa188b-fe8c-4499-3b34-5d7f51c101e3","fifty two","numbers","五十二","false"
"8b9602e7-9d59-0720-aa11-24359da32d15","fifty two","numbers","五十二","false"
"9f4a673e-bd0f-3819-1853-52d5dcd7f9c8","Fish","food","鱼","false"
"92257af5-8942-09a4-6e92-9461dc008799","five","numbers","五","false"
"da77c828-fe3c-8a6a-a842-6469449f64f7","five","numbers","五","false"
"c171604c-db39-bc78-b8ea-3720581650b9","Food","daily_life","食物","false"
"e34e9594-bce2-8606-beab-46d5d6eb2a37","Fork","tableware","叉子","false"
"75defd30-7abd-7972-bf36-f7da8d02bc3d","forty","numbers","四十","false"
"85e21acf-f97a-14f8-7c8c-6e03f085d0a1","forty","numbers","四十","false"
"4835efb3-b52c-9af1-8783-97daf521ba35","forty eight","numbers","四十八","false"
"8dd353b5-c4cd-6a4e-e344-474ff975a45b","forty eight","numbers","四十八","false"
"281eb3e0-cf3c-0128-e8c4-952e2b66ad17","forty five","numbers","四十五","false"
"bc390658-f505-b0d8-fd60-7725bfe77468","forty five","numbers","四十五","false"
"bb882c9d-9131-2e90-2e5f-50d3aeb96b63","forty four","numbers","四十四","false"
"e48347b7-bcb6-f81d-3311-0a1b45a8e1a1","forty four","numbers","四十四","false"
"03643b34-dc62-4816-a7d2-ec3cbb4c1484","forty nine","numbers","四十九","false"
"706dcd12-9866-18e3-b729-0cb1a14a4ee2","forty nine","numbers","四十九","false"
"c8adbaec-ad41-22ce-35fc-76173f662d3c","forty one","numbers","四十一","false"
"df5a03bb-5053-529a-31ed-a2ebc62f3faa","forty one","numbers","四十一","false"
"a3b28e2a-09b3-e814-8d50-60171eb53635","forty seven","numbers","四十七","false"
"4f8d44a1-679a-7ebb-ad5d-6c2127b5075e","forty seven","numbers","四十七","false"
"4457286c-8242-dcdd-b7f8-9c5c367c86f9","forty six","numbers","四十六","false"
"bd556d86-5252-1573-dc36-c566ad76e946","forty six","numbers","四十六","false"
"a3500ada-0ad6-ad7e-ca85-949aed009bb5","forty three","numbers","四十三","false"
"ce730a10-a1ac-c20a-3840-cb755003940c","forty three","numbers","四十三","false"
"7b689172-cde4-2558-1af8-402fcd7160f1","forty two","numbers","四十二","false"
"75e83586-30f4-78cb-6b8f-825504af34c0","forty two","numbers","四十二","false"
"feed53e4-18f3-5e2b-0814-d2d43b02ed6f","four","numbers","四","false"
"44c1d615-f788-c48d-2291-daa2b223a76b","four","numbers","四","false"
"27fd2f17-aa83-c5b6-851e-5385b562f251","fourteen","numbers","十四","false"
"58b34a83-5db1-fc0f-4e52-8df4f0c131ec","fourteen","numbers","十四","false"
"94abf3ea-8941-477f-02a2-625752967dc1","Friend","social","朋友","false"
"793559ac-3165-f343-682d-9a6023c5c240","Fruit","food","水果","false"
"91305405-1e60-a781-4221-17ef04b4fafe","Garlic","vegetable","大蒜","false"
"9bdcdc84-62fc-ee46-f637-5f545d786eac","Girlfriend","social","女朋友","false"
"bc677350-db96-21b6-ea46-553f0370c4c3","Glass","tableware","玻璃杯","false"
"a5498de1-9ac0-9c96-fea2-9173d0433612","Good afternoon","greetings","下午好","false"
"b106c98e-48f2-93e3-978d-b243c92569b2","Good evening","greetings","晚上好","false"
"d86418c4-973f-c120-03a3-601e9dd14006","Good morning","greetings","早上好","false"
"f5fb6129-7193-1363-b9f1-ffe6f5c477b7","Goodbye","farewells","再见","false"
"2c590744-1ce6-a120-070f-faa3e458e5d4","Goodbye","farewell","再见","false"
"c3940406-8e5c-8884-0d60-1266fe9f5d4f","Grapes","fruit","葡萄","false"
"a51d7262-b4e6-f50e-491e-3835ae13f85e","Green beans","vegetable","四季豆","false"
"9aea6dfe-ca4d-7531-70dd-693fd76198b1","Guava","fruit","番石榴","false"
"99de20fb-f4e5-3de7-7e25-2fbbb41e87fd","Guest","accommodation","客人","false"
"ee42d5cc-77af-1931-85b0-210ef9cb352f","Hang out","social","出去玩","false"
"d5abcda5-9a6b-f90d-f245-d5425d2ca29b","Have a nice day","farewells","祝你有美好的一天","false"
"d7312eb3-cc93-6edf-ccc6-3f6d1a4cfc69","Headache","emergency","头痛","false"
"8b008a59-0c93-c179-5c60-312337b762d9","Hello","greeting","你好","false"
"a52d6647-8e83-229d-aae9-f13f7a6a83ac","Hello","greetings","你好","false"
"ee3d01ec-d75d-760a-ba46-26b2614abf11","Help","emergency","帮助","false"
"007fa9c8-3da2-bfe5-5b94-d8fb3dd43f58","Here","transport","这里","false"
"2aab37f6-6a21-fc69-8315-ac03b132004f","Hi","greetings","嗨","false"
"707adb5e-5197-11fc-1e4f-0c02b4ea61bf","Hobby","social","爱好","false"
"55d32283-4c3f-d030-2dc8-8d50891de29e","Home","daily_life","家","false"
"c61a3c5f-b911-fa67-657b-832e286e9fe1","Hospital","emergency","医院","false"
"82f38cb1-0d88-060a-d5d7-edb636614b77","Hostel","accommodation","青年旅舍","false"
"69ae8360-fa0f-c1d4-40d6-2be472738474","Hotel","accommodation","酒店","false"
"ceb25dec-2fef-df98-cc4e-563ea6529b1c","Hour","time","小时","false"
"9bc72ad4-ce84-9bba-1647-1569bc76ea48","House","daily_life","房子","false"
"523bd40d-58a3-ec7c-0d25-326ee1a9e291","How are you?","small_talk","你好吗？","false"
"6ea92d70-dfdd-d2b6-3dfb-7e6092935b93","How do I get there?","directions","怎么去那里？","false"
"49facc63-d013-5ff9-1c88-e952969ce940","How much is this?","shopping","这个多少钱？","false"
"e987ab38-a04a-7626-2700-2ba237ff9e49","How old are you?","small_talk","你多大了？","false"
"8e6f398b-e373-8db5-f617-ef6b9d3fc547","I am ___ years old","small_talk","我___岁","false"
"83254e7f-3763-9496-a751-9b7bc28c1c6f","I am lost","emergency / direction","我迷路了","false"
"5cee6f6a-8dba-bec4-aad5-c7a08d6b6acd","I do not understand","communication difficulty","我不明白","false"
"a8f0b954-e6aa-262c-4085-49172021549b","I need help","urgent request","我需要帮助","false"
"0e06e205-6be8-4f8f-7ff7-b36a6c05e37c","I work as a ___","small_talk","我是___","false"
"057faf2f-6712-e5d5-e8c5-f341d5a8f4ab","I would like this","ordering","我要这个","false"
"ad219641-b30b-5b3e-f84b-5c4c28e59b3c","I'm fine, thank you","small_talk","我很好，谢谢","false"
"adb25cb3-f88c-4552-d717-98b13a51de2f","I'm from Canada","small_talk","我来自加拿大","false"
"a367525c-0f5f-28a2-434e-fda99576ab94","I'm good","small_talk","我很好","false"
"2188cfa8-49de-f717-1c85-bf38689855a3","I'm just visiting","small_talk","我只是来旅游的","false"
"181d5d77-50c1-6625-0f4b-d8c3ed66a501","Injury","emergency","受伤","false"
"1f7dfd8e-cf40-eeac-677e-42281ef6444d","Insurance","emergency","保险","false"
"97e062b0-502c-4433-0f54-7ac62e8fad62","Interview","work","面试","false"
"2d8ce3cb-f85d-6911-f4a3-8e6651b339aa","Invite","social","邀请","false"
"b41f46fa-597c-2bbf-072c-d7f47ea210b6","Is there Wi-Fi?","connectivity","有Wi-Fi吗？","false"
"eb764896-db46-ae18-8b9a-816db7a07cf8","Is this spicy?","food","这个辣吗？","false"
"9ef35599-d4f9-6d90-9b60-dded7b913842","Jam","food","果酱","false"
"9901d456-62ec-3fe3-70de-d20135abd317","Job","work","工作","false"
"37734343-3c7e-21a1-dd1a-bb93387b7a3f","Juice","drinks","果汁","false"
"98d78954-4e9a-b2c2-4b09-fe800af18d4d","Key","accommodation","钥匙","false"
"009efecf-7e22-9fad-d739-d3766d43deaf","Kiwi","fruit","奇异果","false"
"372c60e7-0dd8-52e2-0740-94415adeb5cc","Knife","tableware","刀","false"
"c8e19706-d48d-1b49-f806-640138e2a580","Late","time","晚","false"
"e93e941f-bf15-c500-476d-3d37e88294df","Later","time","稍后","false"
"767a4339-42f7-1f5f-aabc-bd78424e97d7","Laugh","social","笑","false"
